param_name,param_value,best_valid_ndcg10_mean,best_valid_ndcg10_std,test_ndcg10_mean,test_ndcg10_std,test_recall10_mean,test_recall10_std,test_ndcg20_mean,test_ndcg20_std,test_recall20_mean,test_recall20_std,runtime_sec_mean,runtime_sec_std
maxlen,50,0.5552304384606962,0.001082980791662298,0.530506871035963,0.001235041476770771,0.7771516959451995,0.0007812471342244709,0.5576866288961791,0.0010758200249531805,0.8840459617721798,0.0024218661160957905,254.61314725875854,0.312114715632448
maxlen,100,0.5703679607985778,0.0006978043115228416,0.5449870499073551,0.0021763635583690513,0.7930615401613083,0.0014966542022035202,0.5707537901564994,0.001764942562602601,0.8942105844658048,0.001421354582948711,262.2831968466441,0.3327189695015678
maxlen,200,0.5768454891982949,0.0011532987185566357,0.5529277124389167,0.003065603742196617,0.7998011269472985,0.0004878886789486557,0.5778691484067823,0.0026843090870329192,0.8976356203734394,0.0013688555621880314,281.281539996465,0.12836218376850445
