dataset,batch_size,lr,maxlen,hidden_units,num_blocks,num_heads,dropout_rate,l2_emb,num_epochs,device,norm_first,patience,n_workers,seed,save_path,best_epoch,best_valid_ndcg10,valid_ndcg10,valid_recall10,valid_ndcg20,valid_recall20,test_ndcg10,test_recall10,test_ndcg20,test_recall20,usernum,itemnum,history,runtime_sec
ratings.dat,128,0.001,200,100,2,1,0.2,0.0,50,cuda,False,5,1,42,results/final_best_config_seed42_best.pth,40,0.5956747493262009,0.5924241874255278,0.8420616506463374,0.6135250534478165,0.924925422605237,0.569086216637405,0.8047729532648327,0.5938372396936836,0.9017235664567451,6034,3533,"{""epoch"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""train_loss"": [1.0508478816519393, 0.9011887679708764, 0.8554552831548325, 0.776771866260691, 0.7172321854753697, 0.6747243100024284, 0.6421668326601069, 0.616714061574733, 0.5946344644465344, 0.5755246877670288, 0.5541753325056522, 0.5402571926725671, 0.5251565664372546, 0.5141122144587497, 0.5040248981181611, 0.49332782499333644, 0.4848987403068137, 0.4774883681155266, 0.47122855452781026, 0.463100792245662, 0.45851321296488984, 0.453288049139875, 0.44591019255049685, 0.4429482570353975, 0.43858616275990264, 0.4329716594929391, 0.4310970464919476, 0.42503401954123315, 0.42219020584796335, 0.4169782095767082, 0.41407129739193205, 0.412032369603502, 0.40870455668327654, 0.4068879637312382, 0.40184977016550427, 0.40212921512887834, 0.39779358658384767, 0.39356651965607986, 0.39336890996770657, 0.39092976425556425, 0.38783567573161837, 0.3867089824473604, 0.38549264821600404, 0.38250772623305623, 0.3823060266515042], ""valid_ndcg10"": [0.27307758809203747, 0.2704901007217495, 0.3178133454240317, 0.372406206128896, 0.4134789450490743, 0.43890416693271095, 0.46310727383018974, 0.48011237159058623, 0.4962463724529076, 0.5077713397753874, 0.5243245384048927, 0.5296430261335315, 0.5386070475713957, 0.5406094837238036, 0.5509466394918009, 0.5550184583088352, 0.558312529020275, 0.561733686333419, 0.5678125027877488, 0.5708518028138709, 0.5738161434341628, 0.5713518100034559, 0.5776037231705096, 0.578381318701715, 0.5819706066335969, 0.5834475348899705, 0.5817902896206676, 0.5830520691242669, 0.5844334690085914, 0.5830113700386205, 0.5885766590745031, 0.5854765409417253, 0.5850613569428581, 0.5868423873600283, 0.5911386239104821, 0.5938196174164148, 0.5897323196854242, 0.5913053661440886, 0.5891744060848604, 0.5956747493262009, 0.5883770878861098, 0.5884017122999523, 0.5933299480288746, 0.5909223868673769, 0.5924241874255278], ""valid_recall10"": [0.48989061982101423, 0.4877361617500829, 0.5671196552867086, 0.6357308584686775, 0.6819688432217434, 0.7154458070931389, 0.7336758369240968, 0.7514086841233013, 0.7679814385150812, 0.779748094133245, 0.7941663904540934, 0.7956579383493536, 0.8037785880013258, 0.8079217765992708, 0.814385150812065, 0.8132250580046404, 0.8185283394100099, 0.8181968843221743, 0.8213457076566125, 0.8248259860788864, 0.8274776267815711, 0.8263175339741465, 0.8279748094133245, 0.8309579052038448, 0.8297978123964203, 0.8317865429234339, 0.8311236327477627, 0.8317865429234339, 0.834106728538283, 0.8319522704673517, 0.8384156446801458, 0.8334438183626118, 0.8359297315213788, 0.8329466357308585, 0.8370898243288034, 0.8389128273118992, 0.8351010938017899, 0.8389128273118992, 0.8389128273118992, 0.8375870069605569, 0.8382499171362281, 0.8389128273118992, 0.8372555518727213, 0.8384156446801458, 0.8420616506463374], ""valid_ndcg20"": [0.3206306116074392, 0.31915595299735583, 0.36359121514163306, 0.41568280427951587, 0.45370574593833995, 0.4762677416078984, 0.4974549473748401, 0.5133471862122253, 0.5273843996746456, 0.5363576235645652, 0.5506299289098685, 0.5571202366677593, 0.5658894187968126, 0.5662810433975299, 0.5756067558804426, 0.5805693532663605, 0.5831503763884422, 0.5863165802173625, 0.5928629219882484, 0.5947096652338533, 0.5974320474862048, 0.5954702615384511, 0.6011358056663108, 0.6014557903451736, 0.6047222524593915, 0.6061016872212692, 0.6046930696957048, 0.6058987292211759, 0.6063358830308339, 0.6058192566627066, 0.6100283400166318, 0.6078308992273617, 0.6069423113722565, 0.6094698309783555, 0.6128790804634117, 0.6151896210640246, 0.6120084306024058, 0.6121746568111729, 0.6105295038857891, 0.6173064271281885, 0.6100114670337552, 0.6098650478821991, 0.6149874499360112, 0.6121233135340897, 0.6135250534478165], ""valid_recall20"": [0.6789857474312231, 0.6799801126947299, 0.7475969506131919, 0.8064302287040106, 0.840735830294995, 0.8624461385482267, 0.8685780576731853, 0.882001988730527, 0.8904540934703348, 0.8921113689095128, 0.8974146503148823, 0.903380841895923, 0.9108385813722241, 0.9086841233012927, 0.9111700364600597, 0.9134902220749088, 0.9159761352336758, 0.9146503148823334, 0.9194564136559497, 0.9184620483924428, 0.9202850513755386, 0.920782234007292, 0.9206165064633742, 0.9214451441829632, 0.9184620483924428, 0.9209479615512098, 0.9209479615512098, 0.9212794166390454, 0.9202850513755386, 0.9217765992707988, 0.9227709645343056, 0.920782234007292, 0.921610871726881, 0.9212794166390454, 0.9222737819025522, 0.9229366920782234, 0.92243950944647, 0.920782234007292, 0.92243950944647, 0.9227709645343056, 0.923268147166059, 0.9231024196221412, 0.9226052369903878, 0.921610871726881, 0.924925422605237]}",263.7433395385742
ratings.dat,128,0.001,200,100,2,1,0.2,0.0,50,cuda,False,5,1,43,results/final_best_config_seed43_best.pth,48,0.5950095748158625,0.5920473859355216,0.8359297315213788,0.613795317334647,0.9212794166390454,0.5687346570721269,0.8097447795823666,0.5931495886801829,0.9060324825986079,6034,3533,"{""epoch"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""train_loss"": [1.0592879475431238, 0.9027106394159033, 0.8602365610447336, 0.7861165936957014, 0.7241413631337754, 0.6768614066408035, 0.6419814419239125, 0.6181284582361262, 0.5935234858634624, 0.5725490818632409, 0.5540106562857933, 0.5396313515115292, 0.5276377784444931, 0.5130493685286096, 0.5047362021943356, 0.4941474110522169, 0.48466281117276944, 0.4789494853070442, 0.4712593333518251, 0.4660286262948462, 0.45875054153990236, 0.45328321989546433, 0.44698143512644667, 0.4428897411265272, 0.4380549763111358, 0.4335567190292034, 0.42873049099394617, 0.42577241583073394, 0.4202824697849598, 0.4178108408095989, 0.4153787563455866, 0.4134413054648866, 0.40975819306170685, 0.40767827122769457, 0.4037536148061144, 0.399252510451256, 0.3971232530918527, 0.39596918922789553, 0.39315384562979355, 0.39126205317517543, 0.3880204716895489, 0.38739303008038944, 0.38520352827741744, 0.3823814246248692, 0.38215488132010117, 0.38005996638156, 0.3784410966203568, 0.37706124592334667, 0.3744250440851171, 0.372908371560117], ""valid_ndcg10"": [0.273773360804954, 0.26852837496444687, 0.31993726988477456, 0.3668414267868094, 0.4112896941045838, 0.44002678679378826, 0.4599216607309342, 0.47699853433956185, 0.49537298155412046, 0.5101611903157584, 0.5198470936189418, 0.5290554355564004, 0.5366709752757052, 0.5440328162588063, 0.5490188983243973, 0.5566263911858835, 0.5586527825908818, 0.5597075619643087, 0.5633842827924651, 0.5702700264645911, 0.5716058954893891, 0.5744238408610742, 0.573712978119802, 0.5764814841481632, 0.580265275721699, 0.5781079273323189, 0.5773980114458034, 0.5840241337717544, 0.5878081130298599, 0.584005838889892, 0.5847520559904276, 0.5871617525619818, 0.5901068760564323, 0.5890834928357165, 0.5877548166016886, 0.5902748913887776, 0.5902872884244208, 0.5891820006156967, 0.5848943614797307, 0.5916747350000412, 0.5898732619293097, 0.5915340367865644, 0.5900567025897742, 0.5890595618511706, 0.5938769661092611, 0.5925834230075209, 0.594575342113572, 0.5950095748158625, 0.5906427363403007, 0.5920473859355216], ""valid_recall10"": [0.4879018892940007, 0.4839244282399735, 0.5677825654623798, 0.6339078554855817, 0.6826317533974147, 0.7156115346370567, 0.7353331123632748, 0.7467683128936029, 0.7645011600928074, 0.7762678157109711, 0.7858800132582036, 0.7986410341398741, 0.8006297646668876, 0.8056015909844216, 0.8080875041431886, 0.8170367915147497, 0.8206827974809413, 0.8185283394100099, 0.8235001657275439, 0.8263175339741465, 0.8238316208153795, 0.8273118992376532, 0.8246602585349685, 0.8317865429234339, 0.8281405369572423, 0.831620815379516, 0.8269804441498178, 0.8302949950281737, 0.8351010938017899, 0.8334438183626118, 0.8331123632747762, 0.834106728538283, 0.8342724560822009, 0.83659264169705, 0.8337752734504474, 0.8370898243288034, 0.8355982764335432, 0.8329466357308585, 0.8344381836261187, 0.8346039111700364, 0.8334438183626118, 0.834106728538283, 0.8355982764335432, 0.8346039111700364, 0.8369240967848857, 0.8359297315213788, 0.8359297315213788, 0.8390785548558171, 0.8352668213457076, 0.8359297315213788], ""valid_ndcg20"": [0.32115970432802704, 0.31812460224029787, 0.36760617627448866, 0.40911139610251007, 0.4503148389588365, 0.47650665718209717, 0.49460240280709306, 0.5098342043378546, 0.5264645375473014, 0.54006052883603, 0.5493006755123515, 0.5565839795657905, 0.564263888795479, 0.5702727352550588, 0.5760615141836072, 0.5813945522128405, 0.5832986169551849, 0.5846450424264859, 0.5874848976625792, 0.5941573439891834, 0.5949975786660566, 0.596876598651623, 0.5981364199971108, 0.5995362076829798, 0.6033327028364903, 0.5998990807906452, 0.6003531051679011, 0.6069007748215453, 0.6093294794311234, 0.6069171151332157, 0.6065942531720966, 0.6081513990610666, 0.6120487053193706, 0.6102585774361184, 0.609615032137958, 0.6113278607651406, 0.6114094418197288, 0.6112713829150153, 0.6056950426733607, 0.6137230904932852, 0.6115236328242781, 0.6131148982297876, 0.6116307882397385, 0.6100306471555786, 0.6150840104683984, 0.6136976823398923, 0.615766753997989, 0.6156076443063101, 0.6127859939078371, 0.613795317334647], ""valid_recall20"": [0.6755054690089493, 0.6799801126947299, 0.7562147828969175, 0.8007954922108055, 0.8367583692409678, 0.8596287703016241, 0.8717268810076235, 0.8750414318859795, 0.8871395425919788, 0.893602916804773, 0.9013921113689095, 0.9066953927742791, 0.9088498508452105, 0.9081869406695393, 0.9136559496188267, 0.9143188597944979, 0.9171362280411004, 0.9163075903215114, 0.9177991382167716, 0.9201193238316208, 0.9153132250580046, 0.9154789526019225, 0.9201193238316208, 0.9226052369903878, 0.9184620483924428, 0.9176334106728539, 0.9168047729532648, 0.9197878687437853, 0.9196221411998674, 0.9235996022538946, 0.9186277759363606, 0.9163075903215114, 0.9204507789194564, 0.9197878687437853, 0.9196221411998674, 0.919953596287703, 0.9186277759363606, 0.919953596287703, 0.9163075903215114, 0.9214451441829632, 0.9186277759363606, 0.9187935034802784, 0.920782234007292, 0.9168047729532648, 0.9206165064633742, 0.919124958568114, 0.9192906861120318, 0.919953596287703, 0.9226052369903878, 0.9212794166390454]}",292.6588521003723
ratings.dat,128,0.001,200,100,2,1,0.2,0.0,50,cuda,False,5,1,44,results/final_best_config_seed44_best.pth,32,0.5908174278858404,0.5900985300749607,0.8346039111700364,0.6119636054173542,0.9204507789194564,0.5571339938282788,0.806927411335764,0.5817495446164215,0.9040437520715943,6034,3533,"{""epoch"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37], ""train_loss"": [1.0564182299248717, 0.8959270462076715, 0.8589808877478254, 0.7986904408069367, 0.7445142180361646, 0.6957611238702814, 0.6567033402463223, 0.627853164013396, 0.6072513473794815, 0.5853722945172736, 0.5677971586267999, 0.5525063910382859, 0.5355745972471034, 0.5240579653293529, 0.5124945830791554, 0.5023037150819251, 0.4921831818337136, 0.48330041512529903, 0.4760109585650424, 0.4696906012423495, 0.4620440976416811, 0.4571690470614332, 0.45203816446852174, 0.44389838170497975, 0.44143885627706, 0.43686768602817616, 0.43174815241326675, 0.4270763650853583, 0.4240224177533008, 0.42118935382112543, 0.41793011541062214, 0.41466298001877805, 0.4102146929882942, 0.408833513868616, 0.4063310889487571, 0.40236405425883354, 0.3979879452827129], ""valid_ndcg10"": [0.2688290549417344, 0.27021214576568175, 0.3154227480888555, 0.35399400575745793, 0.3929899694632788, 0.42897255696441017, 0.4508665387881622, 0.4668329021093896, 0.48625849033098695, 0.49847381349887265, 0.5082717670136848, 0.5204962621480043, 0.5310644441603599, 0.539481113708669, 0.548024517332759, 0.5487641606288075, 0.5566595001968583, 0.5619028133017513, 0.5627935058212804, 0.5728986903540613, 0.5689323665077987, 0.5728106169085209, 0.5735444596967348, 0.576815447885847, 0.5757838425776368, 0.5824710074413141, 0.5825546934686613, 0.584780428664712, 0.5845992013432543, 0.5866379906520113, 0.584583628872872, 0.5908174278858404, 0.5850268473106124, 0.5880707777990034, 0.5883405254260767, 0.5886839702319938, 0.5900985300749607], ""valid_recall10"": [0.48442161087172686, 0.48458733841564466, 0.5629764666887637, 0.6120318196884322, 0.659264169705005, 0.7013589658601259, 0.7225720914816043, 0.7403049386808087, 0.757374875704342, 0.7686443486907524, 0.7795823665893271, 0.7936692078223401, 0.7961551209811071, 0.8022870401060657, 0.8128936029168048, 0.813556513092476, 0.8185283394100099, 0.8180311567782566, 0.8191912495856811, 0.8269804441498178, 0.8244945309910507, 0.8249917136228041, 0.8236658932714617, 0.8289691746768313, 0.8299635399403381, 0.8314550878355983, 0.8299635399403381, 0.834106728538283, 0.8312893602916804, 0.8344381836261187, 0.8317865429234339, 0.8311236327477627, 0.8317865429234339, 0.8312893602916804, 0.8314550878355983, 0.8339410009943653, 0.8346039111700364], ""valid_ndcg20"": [0.3169544345888677, 0.3193341430662529, 0.3619860290168503, 0.3993209570861004, 0.435013167429218, 0.465795745862474, 0.4873049281365751, 0.5003873055987562, 0.5184214339818596, 0.5299613800615758, 0.5376172515683448, 0.5477605473018983, 0.5587960540776724, 0.5656662109578814, 0.5724029698523689, 0.5735576049112383, 0.5802252836784729, 0.5858356264984494, 0.5869065217094264, 0.5959231831488148, 0.5924245092794554, 0.5957737448069267, 0.5980326599128956, 0.5988306466651191, 0.5984812481701398, 0.6050187894450928, 0.605239014707534, 0.6061357610181377, 0.607386776339669, 0.6081470943715117, 0.607285835694068, 0.6128967407421686, 0.6069448869397407, 0.6104502155340267, 0.6112500190357408, 0.611264472783459, 0.6119636054173542], ""valid_recall20"": [0.6755054690089493, 0.6791514749751408, 0.7470997679814385, 0.7916804772953265, 0.8246602585349685, 0.8468677494199536, 0.8657606894265827, 0.8722240636393769, 0.8838249917136228, 0.8921113689095128, 0.894431554524362, 0.9008949287371562, 0.9050381173351011, 0.9053695724229367, 0.9086841233012927, 0.9110043089161418, 0.9111700364600597, 0.911667219091813, 0.9133244945309911, 0.9171362280411004, 0.9169705004971827, 0.9144845873384156, 0.919953596287703, 0.9154789526019225, 0.9187935034802784, 0.9197878687437853, 0.9186277759363606, 0.9181305933046072, 0.920782234007292, 0.919124958568114, 0.920782234007292, 0.917467683128936, 0.9176334106728539, 0.919124958568114, 0.9214451441829632, 0.9227709645343056, 0.9204507789194564]}",218.70688652992249
